Brand,Device,Manufacturer,Model Name,RAM (TotalMem),Form Factor,System on Chip,GPU,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions,Install base,User-perceived ANR rate,User-perceived crash rate,Excessive battery usage (watch face)
nubia,NX589J,ZTE,NX589J,6127MB,Phone,Qualcomm MSM8976SG,Qualcomm Adreno 510 (600 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,25,3.2,0,0.00%,0.00%,0.00%
HOLO,XULTRAPLUS,HOLO,XULTRAPLUS,8140MB,Tablet,Spreadtrum T616,ARM Mali G57 (750 MHz),1200x2000,213,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
ZZB,ZB10M,ZZB (cn),ZB10M,2041MB,Tablet,Mediatek MT8321,,800x1280,160,armeabi;armeabi-v7a,31,2.0,0,0.00%,0.00%,0.00%
samsung,a72q,Samsung,Galaxy A72,5760-7852MB,Phone,Qualcomm SM7125,Qualcomm Adreno 618 (750 MHz),1080x2400,450,arm64-v8a;armeabi;armeabi-v7a,30;31;33;34,3.2,0,0.00%,0.00%,0.00%
itel,itel-A676L,Itel,itel A200+,2934-3989MB,Phone,Spreadtrum UMS9230E,ARM Mali G57 (850 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
GHIA,GTKIDS7A,Ghia,GTKIDS7A,1029MB,Tablet,Rockchip RK3126C,ARM Mali 400 (480 MHz),600x1024,160,armeabi;armeabi-v7a,27,2.0,0,0.00%,0.00%,0.00%
samsung,corsicass,Samsung,Galaxy Pocket Neo,464MB,Phone,Broadcom BCM21654,,240x320,120,armeabi;armeabi-v7a,16,2.0,0,0.00%,0.00%,0.00%
Lenovo,A7000plus,Lenovo,A7000 Plus,1910MB,Phone,Mediatek MT6752,ARM Mali T760 (700 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
Lenovo,k5,Lenovo,L38011,3000MB,Phone,Qualcomm MSM8937,Qualcomm Adreno 505 (450 MHz),720x1440,320,arm64-v8a;armeabi;armeabi-v7a,26,3.2,0,0.00%,0.00%,0.00%
Vodafone,uiw4030vha,Vodafone,Vodafone TV,2085MB,TV,Amlogic AMLS905,,1080x1920,320,armeabi;armeabi-v7a,28,2.0,0,0.00%,0.00%,0.00%
TCL,Bora_NA_OM,TCL,TCL ION V,2939MB,Phone,Mediatek MT6762V/CA,Imagination Tech PowerVR GE8320 (650 MHz),720x1440,320,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
TECNO,TECNO-WX3FLTE,Tecno,WX3F LTE,951MB,Phone,Mediatek MT6737M,ARM Mali T720 (600 MHz),480x854,240,armeabi;armeabi-v7a,24,3.1,0,0.00%,0.00%,0.00%
UMIDIGI,Power,Umidigi,Power,3935MB,Phone,Mediatek MT6765,Imagination Tech PowerVR GE8320 (680 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
aigo,A16pro,aigo,A16pro,8277MB,Tablet,Mediatek MT8183,ARM Mali G72 (800 MHz),1200x2000,240,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
JOVI,J2505,JOVI,X300 FE,11653MB,Phone,QTI SM8845,Qualcomm Adreno 825 (1100 MHz),1216x2640,480,arm64-v8a,36,3.2,0,0.00%,0.00%,0.00%
IRIS_OHYAMA,TE10D1M64,IRIS_OHYAMA,TE10D1M64,4012MB,Tablet,Spreadtrum T606,ARM Mali G57 (650 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
Extreme,Infinity,Extrem,Infinity,4106MB,Tablet,Mediatek MT8768T,Imagination Tech PowerVR GE8320 (680 MHz),1200x1920,280,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
Denver,TIO_80115KBUP_EEA,denver,TIO_80115KBUP_EEA,3931MB,Tablet,Allwinner A537,ARM Mali G57 (600 MHz),800x1280,213,arm64-v8a,36,3.2,0,0.00%,0.00%,0.00%
samsung,m62,Samsung,Galaxy M62,7777MB,Phone,Samsung Exynos 9825,ARM Mali G76 (754 MHz),1080x2400,450,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
DEXP,K38,DEXP,K38,2996MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),800x1280,240,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Xiaomi,martian,Xiaomi,MiTV,2965MB,TV,Mediatek t51p,2x ARM Mali G52 (500 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Laxton,Laxton_Chameleon_8_A13,Laxton,Chameleon_8,3961MB,Tablet,Mediatek MT6765,Imagination Tech PowerVR GE8320 (680 MHz),1200x1920,320,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
Wishtel,IRAJ2,Wishtel,IRAJ2,3911MB,Tablet,Spreadtrum T618,2x ARM Mali G52 (850 MHz),1200x1920,320,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
Itel,itel-P10005L,Itel,itel VistaTab 11,3926MB,Phone,Spreadtrum T615,ARM Mali G57 (850 MHz),800x1280,320,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
EVOFORCE1,SEI800TV,EVOFORCE1,FRC1-CableCo,2085MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
Xiaomi,hermes,Xiaomi,HM Note 2,1967MB,Phone,Mediatek MT6795,Imagination Tech PowerVR G6200 (700 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,21,3.0,0,0.00%,0.00%,0.00%
iMUZ,muPAD_K10,iMuz,muPAD_K10,3879MB,Tablet,Mediatek MT8168B,ARM Mali G52 (800 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
LAVA,R1_Lite,Lava,R1LITE,943MB,Phone,Mediatek MT6737M,ARM Mali T720 (600 MHz),480x854,240,armeabi;armeabi-v7a,24,3.1,0,0.00%,0.00%,0.00%
asus,ASUS_Z00E_1,Asus,ZenFone 2 Laser (ZE500KL),1982MB,Phone,Qualcomm MSM8916,Qualcomm Adreno 306 (400 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
Blackview,Tab_15_EU,Blackview,Tab_15_EU,7914MB,Tablet,Spreadtrum T610,2x ARM Mali G52 (614 MHz),1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
WIKO,v3941,Wiko,Tommy2 Plus,925MB,Phone,Qualcomm MSM8917,Qualcomm Adreno 308 (400 MHz),720x1280,320,armeabi;armeabi-v7a,25,3.0,0,0.00%,0.00%,0.00%
Advance,Tr4986,Advance,Tr4986,965MB,Tablet,Mediatek MT8321,,600x1024,160,armeabi;armeabi-v7a,27,2.0,0,0.00%,0.00%,0.00%
LAVA,T81_PB,Lava,T81,2811MB,Phone,Spreadtrum T618,2x ARM Mali G52 (850 MHz),800x1280,240,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
MioTab,MP0101789,Mio Tab,MP0101789,3973MB,Tablet,Allwinner A523,ARM Mali G57 (650 MHz),600x1024,160,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
Blackview,Tab_10,Blackview,Tab 10,3995MB,Tablet,Mediatek MT8768A,Imagination Tech PowerVR GE8320 (650 MHz),1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Maze_Speed,MS5614G,Maze_speed,MS5614G,1979MB,Phone,Mediatek MT6739WW,Imagination Tech PowerVR GE8100 (570 MHz),480x960,200,armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
SPC,GRAVITY-SE,SPC,GRAVITY-SE,2061MB,Tablet,Allwinner A133,Imagination Tech PowerVR GE8300 (504 MHz),800x1280,160,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
acer,acer_A11P2,Acer,A11P2,3932MB,Tablet,Allwinner A333,ARM Mali G57 (600 MHz),800x1280,160,arm64-v8a,35,3.2,0,0.00%,0.00%,0.00%
acer,z220,Acer,Liquid Z220,1961MB,Phone,Qualcomm MSM8210,Qualcomm Adreno 302 (400 MHz),1080x1920,480,armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
samsung,a7xeltextc,Samsung,Galaxy A7(2016),2992MB,Phone,Samsung Exynos 7580,ARM Mali T720 (668 MHz),1080x1920,480,armeabi;armeabi-v7a,22,3.0,0,0.00%,0.00%,0.00%
DOOGEE,M22H,Doogee,S100Pro,12365MB,Phone,Mediatek MT6789,2x ARM Mali G57 (1068 MHz),1080x2408,480,arm64-v8a;armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
acer,Ultimo,Acer,Ultimo,4066MB,Tablet,Mediatek MT8385,3x ARM Mali G72 (800 MHz),1200x1920,240,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Brave,T2lite,BRAVE,T2lite,3972MB,Tablet,Allwinner A523,ARM Mali G57 (650 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
vivo,1917,Vivo,vivo 1917,5888-7989MB,Phone,Qualcomm SDM712,Qualcomm Adreno 616 (500 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
blackshark,darklighter,Blackshark,黑鲨游戏手机 2 Pro,12064MB,Phone,Qualcomm SM8150,Qualcomm Adreno 640 (585 MHz),1080x2340,440,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
HYUNDAI,Ultra_Storm,Hyundai,Ultra Storm,3059MB,Phone,Mediatek MT6753,ARM Mali T720 (700 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
vivo,V2434,Vivo,vivo Y29,5875-7967MB,Phone,QTI SM6225,Qualcomm Adreno 610 (1115 MHz),720x1608,300,arm64-v8a;armeabi;armeabi-v7a,35;36,3.2,0,0.00%,0.00%,0.00%
ZTE,P637T10,ZTE,BA520,2038MB,Phone,Mediatek MT6737,ARM Mali T720 (550 MHz),720x1280,320,armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
Sony,901SO,Sony,Xperia 5,5758MB,Phone,Qualcomm SM8150,Qualcomm Adreno 640 (585 MHz),1080x2520,420,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
DEXP,B31,DEXP,B31,2024MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),800x1280,213,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
positivo,S432,Positivo,Twist 4 Mini,961MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),480x800,240,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
BOTECH,elliniko,BOTECH,BOTECH,1872MB,TV,Mediatek MT9676,2x ARM Mali G52 (552 MHz),2160x3840,320,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
Ulefone,Armor_X12,Ulefone,Armor X12,2972MB,Phone,Mediatek MT6761,Imagination Tech PowerVR GE8300 (660 MHz),720x1440,320,armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
SPC,GRAVITY3G,SPC Universe,GRAVITY3G,992MB,Tablet,Mediatek MT8321,,800x1280,160,armeabi;armeabi-v7a,24,2.0,0,0.00%,0.00%,0.00%
SHARP,lc_sunuj,Sharp,LC-US5/LC-UH5/4T-C**AJ1/4T-C70AU1,1994MB,TV,Mediatek MT5596,,1080x1920,320,armeabi;armeabi-v7a,26,3.2,0,0.00%,0.00%,0.00%
CVTE,rk3576_u,CVTE,general_camera_broad,8288MB,Tablet,Rockchip RK3576,3x ARM Mali G52 (950 MHz),2160x3840,480,arm64-v8a,34,3.2,0,0.00%,0.00%,0.00%
THOMSON,ikebukuro,Thomson,32TG6A9,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,2.0,0,0.00%,0.00%,0.00%
google,bonito,Google,Pixel 3a XL,3766MB,Phone,Qualcomm SDM670,Qualcomm Adreno 615 (420 MHz),1080x2160,400,arm64-v8a;armeabi;armeabi-v7a,32,3.2,0,0.00%,0.00%,0.00%
htc,htc_e56ml_dtul,HTC,One X9 dual sim,2910MB,Phone,Mediatek MT6795,Imagination Tech PowerVR G6200 (700 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
GIGABYTE,huangshan,Gigabyte,huangshan_gigabyte,2033MB,TV,Mediatek t30,2x ARM Mali G52 (800 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
nubia,PQ82A02,ZTE,nubia Z50S Pro,11828MB,Phone,QTI SM8550,Qualcomm Adreno 740 (818 MHz),1260x2800,560,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
vivo,V2230,Vivo,V27 Pro,7785-11992MB,Phone,Mediatek MT6896Z/CZA,6x ARM Mali G610 (950 MHz),1080x2400,440,arm64-v8a;armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
Apolosign,K109_Pro,Apolosign,K109_Pro,2921MB,Tablet,Allwinner A523,ARM Mali G57 (650 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
CUBOT,A10,Cubot,A10,3944MB,Phone,Spreadtrum T606,ARM Mali G57 (650 MHz),720x1612,272,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
Vastking,KingPad_K10Pro_EEA,Vastking,KingPad_K10Pro_EEA,3871MB,Tablet,Spreadtrum T610,2x ARM Mali G52 (614 MHz),1200x1920,280,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
BLU,C0210,Blu,C6L MAX,2004MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),480x960,200,armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
Gigaset,GS5_LITE,Gigaset,GS5 LITE,3934MB,Phone,Mediatek MT6769Z,ARM Mali G52 (950 MHz),1080x2340,480,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
CHUWI,HiPad_11,Chuwi,HiPad 11,6030MB,Tablet,Spreadtrum T606,ARM Mali G57 (650 MHz),1200x1920,280,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
POCO,thunder,POCO,POCO M4 5G,5868MB,Phone,Mediatek MT6833,2x ARM Mali G57 (950 MHz),1080x2408,440,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
ZTE,P875A12,ZTE,ZTE Axon 30 Pro 5G,11720MB,Phone,Qualcomm SM8350,Qualcomm Adreno 660 (840 MHz),1080x2400,480,arm64-v8a;armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
SHARP,Kira,Sharp,AQUOS R11,11798MB,Phone,QTI SM8735,Qualcomm Adreno 825 (1100 MHz),1080x2340,420,arm64-v8a,36,3.2,0,0.00%,0.00%,0.00%
Sony,D5803,Sony,Xperia Z3 Compact,1860MB,Phone,Qualcomm MSM8974AC,Qualcomm Adreno 330 (574 MHz),720x1280,320,armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
KD_Interactive,Pixi3-7_KD,KD Interactive,C15100m,1030MB,Tablet,Mediatek MT8127,ARM Mali 450 (600 MHz),600x1024,160,armeabi;armeabi-v7a,21,2.0,0,0.00%,0.00%,0.00%
Cellution,CT_Cosmas_V,Cellution,CT_Cosmas_V,1005MB,Phone,Mediatek MT6580M,,480x854,240,armeabi;armeabi-v7a,29,2.0,0,0.00%,0.00%,0.00%
MODE-1,MD-05P,Mode1,MD-05P,3976MB,Phone,Mediatek MT6771,3x ARM Mali G72 (800 MHz),576x1440,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Redmi,fire,Redmi,Redmi 12,3845-8092MB,Phone,Mediatek MT6769,ARM Mali G52 (820 MHz),1080x2460,440,arm64-v8a;armeabi;armeabi-v7a,33;34;35,3.2,0,0.00%,0.00%,0.00%
vivo,PD1938,Vivo,V1938CT,7785MB,Phone,Samsung Exynos 980,ARM Mali G76 (650 MHz),1080x2400,480,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
DOOGEE,ZN139S,Doogee,V Max LR,16219MB,Phone,Mediatek MT6878,4x ARM Mali G615 (1047 MHz),1080x2460,480,arm64-v8a,35,3.2,0,0.00%,0.00%,0.00%
Itel,itel-P682L,Itel,itel P38 Pro(Vision 3 Plus),1974MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),720x1640,320,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
OnePlus,OnePlus,OnePlus,X,3013MB,Phone,Qualcomm MSM8974AB,Qualcomm Adreno 330 (574 MHz),1080x1920,480,armeabi;armeabi-v7a,23,3.0,0,0.00%,0.00%,0.00%
MLAB,MB8866,MLAB,MB8866,1908MB,Tablet,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),800x1280,160,arm64-v8a;armeabi;armeabi-v7a,28,3.2,0,0.00%,0.00%,0.00%
Athesi,AT-E8T,Athesi,AT-E8T,2015MB,Phone,Mediatek MT8735D,ARM Mali T720 (500 MHz),800x1280,320,arm64-v8a;armeabi;armeabi-v7a,27,3.1,0,0.00%,0.00%,0.00%
realme,RMX2042,Realme,realme 6i,3957MB,Phone,Mediatek MT6769T,ARM Mali G52 (950 MHz),720x1600,320,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Beafon,TL20,beafon,TL20,2615MB,Tablet,Spreadtrum T618,2x ARM Mali G52 (850 MHz),1200x1920,280,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
huawei,sawfish,Huawei,Watch 2,679MB,Wearable,Qualcomm APQ8009,Qualcomm Adreno 304 (400 MHz),390x390,320,armeabi;armeabi-v7a,26,3.0,0,0.00%,0.00%,0.00%
Lenovo,cofud,Motorola,Lenovo K14 Note,3898MB,Phone,Mediatek MT6769,ARM Mali G52 (820 MHz),1080x2400,420,arm64-v8a;armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
MECER,M17QF6-3Gplus,Mecer, M17QF6-3Gplus ,2025MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),800x1280,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Redmi,rango,Redmi,MiTV,1036MB,TV,Amlogic AMLT950X4,2x ARM Mali G31 (850 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Danew,Dslide716,Danew,Dslide716,1029MB,Tablet,Rockchip RK3126C,ARM Mali 400 (480 MHz),600x1024,160,armeabi;armeabi-v7a,27,2.0,0,0.00%,0.00%,0.00%
KENSHI,Armor_V1s,KENSHI,Armor V1s,12237MB,Phone,Mediatek MT6877,4x ARM Mali G68 (900 MHz),1080x2408,480,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
ALTICE,STARNAUTE4,Altice,Altice S21,944MB,Phone,Mediatek MT6580M,,480x854,240,armeabi;armeabi-v7a,24,2.0,0,0.00%,0.00%,0.00%
DFN,Amigo7x3,Amino,DFN-Amigo7x,2086MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),480x720,320,armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
Blackview,WAVE_10C,Blackview,WAVE 10C,3970MB,Phone,Spreadtrum T310,Imagination Tech PowerVR GE8300 (800 MHz),720x1640,320,arm64-v8a;armeabi;armeabi-v7a,36,3.2,0,0.00%,0.00%,0.00%
Apolosign,AP2718TS2,Apolosign,PackgoAP2718T,8287MB,Tablet,Rockchip RK3588,4x ARM Mali G610 (1000 MHz),1080x1920,160,arm64-v8a,35,3.2,0,0.00%,0.00%,0.00%
fezawio,F10_US,fezawio,F10_US,6442MB,Tablet,Spreadtrum T606,ARM Mali G57 (650 MHz),800x1280,213,arm64-v8a;armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
Gtel,Gtel_Infinity_X,Gtel,Gtel_Infinity_X,3928MB,Phone,Mediatek MT6769T,ARM Mali G52 (950 MHz),1080x2460,480,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Sky_Devices,Elite_OctaMax3c,Sky Devices,Elite OctaMax,2934MB,Phone,Spreadtrum T310,Imagination Tech PowerVR GE8300 (800 MHz),800x1280,240,arm64-v8a;armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
Orange,Sanza_plus,Orange,Sanza plus,1988MB,Phone,Spreadtrum SC9832E,ARM Mali T820 (680 MHz),480x960,200,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
HONOR,HNMTN-Q1,Honor,HONOR Magic8 Lite,7830-12001MB,Phone,QTI SM6650,Qualcomm Adreno 732 (900 MHz),1200x2640,520,arm64-v8a,35;36,3.2,0,0.00%,0.00%,0.00%
samsung,gts28ltechn,Samsung,Galaxy Tab S2 8.0,2897MB,Tablet,Samsung Exynos 5433,ARM Mali T760 (700 MHz),1536x2048,320,armeabi;armeabi-v7a,24,3.2,0,0.00%,0.00%,0.00%
vivo,PD2509,vivo,X300,16105MB,Phone,Mediatek MT6993,12x ARM Mali G1-Ultra (1600 MHz),1216x2640,560,arm64-v8a,36,3.2,0,0.00%,0.00%,0.00%
lge,winglm,LGE,LG WING,7871MB,Phone,Qualcomm SM7250,Qualcomm Adreno 620 (625 MHz),1080x2460,420,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
samsung,SC-54D,Samsung,Galaxy Z Flip5,7521MB,Phone,QTI SM8550,Qualcomm Adreno 740 (818 MHz),1080x2640,480,arm64-v8a;armeabi;armeabi-v7a,36,3.2,0,0.00%,0.00%,0.00%
BQru,BQru_1056L,BQru,BQ-1056L,919MB,Tablet,Spreadtrum SC9832A,ARM Mali 400 (614 MHz),800x1280,213,armeabi;armeabi-v7a,24,2.0,0,0.00%,0.00%,0.00%
EXCEED,E10W10,EXCEED,E10W10,4031MB,Phone,Mediatek MT8183,ARM Mali G72 (800 MHz),1080x2248,480,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
OSCAL,Pad15_RU,OSCAL,Pad 15,8140MB,Tablet,Spreadtrum T606,ARM Mali G57 (650 MHz),1200x2000,280,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
SAIET,STS570,SAIET,STS570,4017MB,Phone,Mediatek MT6761,Imagination Tech PowerVR GE8300 (660 MHz),720x1520,320,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
TCL,Thyme,TCL,TCL K70 SE,3984MB,Phone,Mediatek MT6765V/XBA,Imagination Tech PowerVR GE8320 (680 MHz),540x1210,240,arm64-v8a,36,3.2,0,0.00%,0.00%,0.00%
Ooredoo,HP44J,Ooredoo,Ooredoo tv,3845MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),720x1280,320,armeabi;armeabi-v7a,34,3.2,0,0.00%,0.00%,0.00%
OUKITEL,WP8_Pro,Oukitel,WP8_Pro,4017MB,Phone,Mediatek MT6762d,,720x1560,320,arm64-v8a;armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
ZTE,P809F01,ZTE,ZTE BLADE A125,946MB,Phone,Qualcomm MSM8909,Qualcomm Adreno 304 (400 MHz),480x800,240,armeabi;armeabi-v7a,27,3.0,0,0.00%,0.00%,0.00%
iHunt,iHunt_S23_ULTRA,iHunt,iHunt_S23_ULTRA,7951MB,Phone,Spreadtrum T606,ARM Mali G57 (650 MHz),720x1640,320,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
Maze_Speed,SSB8T323,Maze_speed,SSB8T323,2909MB,Phone,Spreadtrum T310,Imagination Tech PowerVR GE8300 (800 MHz),800x1280,240,arm64-v8a;armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
zte,nancy,ZTE,Z963VL,1948MB,Phone,Qualcomm MSM8952,Qualcomm Adreno 405 (550 MHz),1080x1920,480,arm64-v8a;armeabi;armeabi-v7a,22,3.1,0,0.00%,0.00%,0.00%
LOGIC,LOGIC_MV02,Logic Mobility,LOGIC MV02,1987MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),720x1600,320,armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
Teclast,P80h_KR,Teclast,P80h_KR,2023MB,Tablet,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),800x1280,213,armeabi;armeabi-v7a,29,3.2,0,0.00%,0.00%,0.00%
SKY,Elite_A63,Sky Devices,Elite A63,1985MB,Phone,Spreadtrum SC9863A,Imagination Tech PowerVR GE8322 (550 MHz),720x1520,320,armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
Ceibal,CEIBAL_HFP_LT,Ceibal,CEIBAL_HFP_LT,3996MB,Tablet,Rockchip RK3583,2x ARM Mali G610 (800 MHz),2160x3840,420,arm64-v8a;armeabi;armeabi-v7a,33,3.2,0,0.00%,0.00%,0.00%
motorola,potter_nt,Motorola,Moto G Plus (5th Gen),1930MB,Phone,Qualcomm MSM8953,Qualcomm Adreno 506 (650 MHz),1080x1920,480,armeabi;armeabi-v7a,27,3.2,0,0.00%,0.00%,0.00%
TCH,ONE,TCH(Timeless Connection Hero),ONE,3931MB,Phone,Spreadtrum T615,ARM Mali G57 (850 MHz),720x1640,320,arm64-v8a;armeabi;armeabi-v7a,35,3.2,0,0.00%,0.00%,0.00%
asus,ASUS_Z00RD_7,Asus,ZenFone 2 Laser (ZE500KG),1984MB,Phone,Qualcomm MSM8916,Qualcomm Adreno 306 (400 MHz),720x1280,320,arm64-v8a;armeabi;armeabi-v7a,21,3.0,0,0.00%,0.00%,0.00%
DIGMA,TS1277ML,Digma,TS1277ML,1973MB,Tablet,Mediatek MT8765B,Imagination Tech PowerVR GE8100 (420 MHz),800x1280,213,armeabi;armeabi-v7a,30,3.2,0,0.00%,0.00%,0.00%
mobvoi,catshark,Mobvoi,Ticwatch Pro 4G,950MB,Wearable,Qualcomm MSM8909,Qualcomm Adreno 304 (400 MHz),400x400,280,armeabi;armeabi-v7a,28,3.0,0,0.00%,0.00%,0.00%
LANIX,X7,Lanix,X7,2024MB,Phone,Spreadtrum SC7731E,ARM Mali T820 (600 MHz),480x1014,200,armeabi;armeabi-v7a,31,3.2,0,0.00%,0.00%,0.00%
